product_id,Тип,Льготный период,Кредитный лимит,Обслуживание в первый год,Обслуживание со второго года,Минимальный возраст для получения карты,Максимальный возраст для закрытия карты,Гражданство,Регистрация,Стаж работы на последнем месте,Условия снятия наличных: кредитные средства,Условия снятия наличных: собственные средства,Максимальный,За покупки у партнеров,Способ возврата,Максимальный возврат по кешбэку в месяц
b690732d-cc9a-4b2a-998f-894c9895c2db,Visa Classic/Gold,50 дней,до 500 000 ₽,,,21 год,70 лет,требуется,постоянная в регионе обращения,от 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '390'}]",: до 15 %,15 %,,
b9658721-8e16-41de-9a3e-0ae9747a0ee1,,50 дней,до 500 000 ₽,,,21 год,65 лет,не требуется,постоянная,не менее 3 месяцев,,,,,,
a68221f7-2bbf-4481-b149-8eaf07d752de,,62 дня,до 300 000 ₽,,,21 год,60 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'от 30000', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]",: до 35 %,35 %,,
70ae78d2-b613-4688-b69d-07f00468070e,,62 дня,до 300 000 ₽,,,21 год,60 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",,,,
70678a3e-123d-4053-a52e-24029392afb1,,62 дня,до 300 000 ₽,,,21 год,60 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '1%', 'Минимальная сумма комиссии': '150'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",,,,
fee1aa61-5db0-4578-8193-7fc964b7b61f,,120 дней,до 500 000 ₽,,,23 года,70 лет,требуется,"временная в регионе обращения, постоянная в любом регионе присутствия банка",не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'от 20000', 'Комиссия': '4,9%', 'Минимальная сумма комиссии': '490'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'от 20000', 'Комиссия': '4,9%', 'Минимальная сумма комиссии': '490'}]",,: до 33 %,,валюта карты,5 000
58d1ddd1-448f-4fe6-95e2-f60ef5e84375,,115 дней,от 10 000 ₽ до 300 000 ₽,,,18 лет,62 года,требуется,постоянная в любом регионе присутствия банка,от 3 (трех) месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '3,9%', 'Минимальная сумма комиссии': '390'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '2%', 'Минимальная сумма комиссии': '300'}]",: до 30 %,,бонусы,3 000 бонусов
88c84bda-b84c-4499-9a45-7df671d50f40,MasterСard World,120 дней,до 300 000 ₽,,,21 год,62 года,требуется,постоянная в любом регионе присутствия банка,не менее 4 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 30000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 5 %,,валюта карты,3 000
642b9dcb-7f16-45b9-a46b-5022dec486b8,Мир Классическая,110 дней,до 500 000 ₽,,,21 год,70 лет,требуется,постоянная в любом регионе присутствия банка,От 3 мес.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 10000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'до 10000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",,: до 3 %,,валюта карты,3 000
396fcc26-fab3-4ef8-99c2-2c532ce075d9,Мир Classic,Нет,от 30 000 ₽ до 5 000 000 ₽,,,21 год,70 лет,требуется,постоянная в любом регионе присутствия банка,должен превышать 6 месяцев,,,,,,
ccae8ad3-63a1-4998-a20f-a1ca6e03bb77,,112 дней,от 15 000 ₽ до 600 000 ₽,,,21 год,70 лет,требуется,"временная в регионе обращения, постоянная в регионе обращения",не менее 6 месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '299'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '299'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '299'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '299'}]",: до 2 %,,валюта карты,3 000
16d5ad3d-4d22-4abd-ae4b-184d2ed25243,,180 дней,от 9 900 ₽ до 750 000 ₽,,,21 год,70 лет,требуется,"временная, постоянная",не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 30 %,,,
1c1f9f63-d841-4310-a3d8-5a9299690d99,,61 день,от 9 900 ₽ до 750 000 ₽,,,21 год,70 лет,требуется,"временная, постоянная",не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '300'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '5%', 'Минимальная сумма комиссии': '300'}]",: до 30 %,30 %,валюта карты,10 000
fba1940f-1e1a-40d4-81e9-cd3091f8addb,Visa Classic,55 дней,до 500 000 ₽,,,21 год,70 лет,не требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '0'}]",: до 3 %,,баллы,3 000 баллов
262c601a-b227-4222-9d84-7bed57a9f5d5,Мир Классическая,130 дней,от 10 000 ₽ до 1 000 000 ₽,,,18 лет,68 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3-х месяцев.,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'до 50000', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}]",: до 20 %,20 %,баллы,3 000 баллов
2cb855ae-b03e-406d-bab5-661f465a3409,Мир Классическая,120 дней,до 1 000 000 ₽,,,20 лет,75 лет,требуется,"временная, постоянная в любом регионе присутствия банка",Не менее 3х месяцев.,,,: до 30 %,,бонусы,3 000 бонусов
1bc27c93-09b8-40b4-8a32-2aa99a799892,,62 дня,от 30 000 ₽ до 150 000 ₽,,,21 год,65 лет,не требуется,постоянная,не менее 6 месяцев,,,: до 20 %,20 %,валюта карты,5 000
02d82bb8-cbe0-4bb7-bb01-8f2808bf0c67,Мир Классическая,51 день,от 20 000 ₽ до 100 000 ₽,,,20 лет,65 лет,требуется,постоянная в любом регионе присутствия банка,не менее 6 месяцев,,,,,,
de00f230-55fd-400e-bb9d-1836f7071390,Visa Gold,до 62 дней,от 30 000 ₽ до 500 000 ₽,3 000 ₽,1 500 ₽,21 год,65 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
e16ff1c7-ffe8-4f8c-9a7e-98cc9bdf64f6,Мир Классическая,100 дней,до 50 000 ₽,,,20 лет,67 лет,требуется,"временная в регионе обращения, постоянная в регионе обращения",не менее 3 месяцев,,,: до 10 %,10 %,,
348b238a-4c4f-4636-89f6-3e6373fe8045,,62 дня,до 500 000 ₽,бесплатно,,20 лет,65 лет,требуется,постоянная,не менее 3 месяцев,,,,,,
ee81c4a5-0c13-4080-9fd8-c1bce05c3472,Мир Supreme,62 дня,до 3 000 000 ₽,,,21 год,70 лет,требуется,постоянная в регионе обращения,не менее 3 месяцев.,"[{'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '0'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4%', 'Минимальная сумма комиссии': '0'}]",: до 30 %,30 %,,
3c745b6f-1df8-4e77-9996-efa38cf62614,,62 дня,до 1 000 000 ₽,5 000 ₽,,20 лет,65 лет,требуется,постоянная,не менее 3 месяцев,,,: до 5 %,5 %,валюта карты,3 000
0825d952-3d16-4407-a9df-ea088e22c3a8,,62 дня,до 750 000 ₽,,,20 лет,65 лет,требуется,постоянная,не менее 3 месяцев,,,: до 5 %,5 %,валюта карты,3 000
15de0649-2ed8-43e3-9cb9-cf61b976d63f,,62 дня,до 750 000 ₽,5 000 ₽,,20 лет,65 лет,требуется,постоянная,не менее 6 месяцев,"[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '3,5%', 'Минимальная сумма комиссии': '300'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '300'}]","[{'': 'В банкоматах банка', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '0%', 'Минимальная сумма комиссии': '0'}, {'': 'В банкоматах других банков', 'Валюта': 'Рубли', 'Сумма': 'Любая', 'Комиссия': '4,5%', 'Минимальная сумма комиссии': '300'}]",: до 30 %,,валюта карты,3 000
e1f5e54c-3013-45d3-915d-a4b956f1629b,,62 дня,до 50 000 ₽,бесплатно,,20 лет,65 лет,требуется,постоянная,не менее 6 месяцев,,,,,,
d16ab72b-86aa-4ef8-a77b-bdbddadfa42f,Мир Классическая,62 дня,до 500 000 ₽,,,20 лет,65 лет,требуется,постоянная,не менее 6 месяцев,,,: до 5 %,5 %,валюта карты,3 000
dc868641-37a8-4e2e-96a8-545fec12947c,Мир Классическая,100 дней,от 10 000 ₽ до 100 000 ₽,,,21 год,70 лет,требуется,постоянная в любом регионе присутствия банка,не менее 3 месяцев,,,,,,
